0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,0.0000e+00,1.3400e+02,0.0000e+00,0.0000e+00,1.5500e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,1.4800e+02,1.9100e+02,1.7900e+02,0.0000e+00,2.9600e+02,2.9600e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,1.5800e+02,2.0500e+02,2.4400e+02,0.0000e+00,2.9600e+02,1.7100e+02,1.7100e+02,1.4800e+02,0.0000e+00,0.0000e+00
0.0000e+00,1.9900e+02,0.0000e+00,2.0700e+02,1.4800e+02,2.9600e+02,2.1200e+02,2.4100e+02,0.0000e+00,1.5400e+02,0.0000e+00
0.0000e+00,2.4700e+02,1.7600e+02,2.3800e+02,2.1200e+02,2.9600e+02,2.4400e+02,2.4100e+02,2.9600e+02,1.8100e+02,0.0000e+00
0.0000e+00,0.0000e+00,2.0300e+02,0.0000e+00,1.5200e+02,2.0700e+02,2.0500e+02,1.9500e+02,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.8100e+02,1.6100e+02,1.3900e+02,1.5800e+02,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.4300e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
