0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,1.3733e+02,0.0000e+00,0.0000e+00,1.4588e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
1.4612e+02,1.5414e+02,1.4833e+02,0.0000e+00,1.6720e+02,1.8967e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
1.4112e+02,1.7829e+02,1.9829e+02,0.0000e+00,2.2683e+02,1.9729e+02,1.6829e+02,1.3067e+02,0.0000e+00,0.0000e+00
1.5129e+02,0.0000e+00,1.9683e+02,2.2783e+02,2.7500e+02,2.5317e+02,2.0025e+02,1.5433e+02,1.4420e+02,0.0000e+00
2.0667e+02,1.6375e+02,2.0460e+02,2.3329e+02,2.3917e+02,2.6388e+02,2.3329e+02,2.1483e+02,1.8200e+02,0.0000e+00
0.0000e+00,1.5900e+02,1.7580e+02,1.5786e+02,1.9675e+02,2.0583e+02,2.0150e+02,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,0.0000e+00,0.0000e+00,1.7586e+02,1.6875e+02,1.5650e+02,1.3871e+02,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,0.0000e+00,0.0000e+00,1.4500e+02,0.0000e+00,0.0000e+00,1.3017e+02,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
